iter	Passed	Remaining
243	527	1635
244	529	1630
245	530	1625
246	531	1621
247	535	1623
248	537	1621
249	539	1619
250	541	1615
251	543	1612
252	545	1609
253	546	1604
254	547	1600
255	549	1595
256	550	1591
257	552	1587
258	553	1584
259	555	1580
260	556	1576
261	558	1572
262	559	1567
263	560	1563
264	562	1559
265	563	1555
266	565	1551
267	566	1547
268	567	1543
269	569	1539
270	570	1535
271	572	1531
272	573	1527
273	574	1523
274	576	1519
275	577	1515
276	578	1510
277	580	1507
278	581	1503
279	583	1499
280	586	1499
281	587	1496
282	589	1492
283	590	1488
284	591	1485
285	593	1481
286	594	1477
287	595	1473
288	597	1469
289	599	1466
290	600	1463
291	601	1459
292	603	1455
293	604	1451
294	605	1447
295	606	1443
296	608	1439
297	609	1435
298	610	1431
299	611	1427
300	612	1423
301	614	1420
302	616	1417
303	617	1414
304	619	1410
305	620	1407
306	621	1403
307	623	1400
308	624	1396
309	625	1392
310	626	1388
311	628	1384
312	629	1382
313	631	1379
314	633	1377
315	634	1374
316	636	1371
317	638	1368
318	639	1365
319	641	1362
320	642	1360
321	645	1358
322	647	1356
323	648	1354
324	650	1351
325	651	1347
326	653	1344
327	654	1341
328	656	1338
329	657	1335
330	660	1334
331	662	1332
332	663	1329
333	665	1326
334	666	1322
335	667	1319
336	668	1315
337	669	1312
338	671	1308
339	672	1305
340	674	1303
341	676	1300
342	677	1297
343	678	1294
344	680	1291
345	681	1287
346	682	1284
347	683	1280
348	684	1277
349	685	1273
350	687	1270
351	688	1267
352	690	1266
353	692	1262
354	693	1259
355	694	1256
356	696	1253
357	697	1250
358	698	1247
359	699	1244
360	701	1240
361	702	1237
362	704	1235
363	705	1233
364	707	1230
365	708	1227
366	709	1224
367	711	1221
368	712	1217
369	713	1214
370	714	1211
371	715	1208
372	717	1205
373	718	1203
374	719	1199
375	721	1196
376	722	1193
377	723	1190
378	724	1187
379	725	1184
380	727	1181
381	728	1178
382	729	1175
383	730	1172
384	731	1169
385	733	1166
386	734	1163
387	735	1160
388	737	1157
389	738	1154
390	739	1151
391	740	1148
392	741	1145
393	743	1142
394	744	1139
395	745	1136
396	746	1133
397	748	1131
398	749	1129
399	751	1127
400	753	1125
401	755	1123
402	756	1121
403	758	1118
404	759	1115
405	760	1112
406	761	1109
407	762	1106
408	764	1104
409	765	1101
410	766	1098
411	767	1095
412	768	1092
413	770	1090
414	771	1087
415	772	1084
416	773	1081
417	775	1079
418	776	1076
419	777	1073
420	778	1070
421	779	1068
422	781	1065
423	782	1062
424	783	1059
425	784	1057
426	785	1054
427	786	1051
428	788	1049
429	790	1048
430	792	1046
431	793	1043
432	795	1042
433	798	1041
434	800	1040
435	802	1038
436	805	1037
437	808	1037
438	811	1037
439	814	1036
440	817	1035
441	819	1034
442	822	1033
443	824	1032
444	826	1030
445	827	1028
446	829	1026
447	830	1023
448	832	1021
449	835	1020
450	837	1019
451	839	1017
452	843	1018
453	844	1016
454	846	1014
455	849	1013
456	851	1011
457	854	1010
458	856	1010
459	859	1008
460	861	1006
461	863	1005
462	865	1003
463	867	1002
464	869	1000
465	871	998
466	874	997
467	876	996
468	878	994
469	881	993
470	882	991
471	884	989
472	886	987
473	888	985
474	890	984
475	892	982
476	893	979
477	895	977
478	896	975
479	899	974
480	900	972
481	902	969
482	903	967
483	905	965
484	908	964
485	910	963
486	912	961
487	915	960
488	918	960
489	921	958
490	923	957
491	926	956
492	928	954
493	931	953
494	933	952
495	935	950
496	936	947
497	938	945
498	939	943
499	941	941
500	942	938
501	944	937
502	946	935
503	949	934
504	952	933
505	954	931
506	956	930
507	959	929
508	961	927
509	963	925
510	965	924
511	967	922
512	971	922
513	976	923
514	979	921
515	981	920
516	983	918
517	985	917
518	987	914
519	989	912
520	991	911
521	993	909
522	995	908
523	997	906
524	999	904
525	1000	901
526	1002	899
527	1004	897
528	1005	895
529	1007	893
530	1008	890
531	1009	888
532	1012	887
533	1015	886
534	1017	884
535	1019	882
536	1021	880
537	1023	878
538	1025	877
539	1027	874
540	1028	872
541	1030	870
542	1032	868
543	1033	866
544	1035	864
545	1038	863
546	1039	860
547	1041	858
548	1043	856
549	1045	855
550	1047	853
551	1049	851
552	1051	849
553	1053	848
554	1055	845
555	1056	843
556	1060	843
557	1061	840
558	1062	838
559	1064	836
560	1066	834
561	1067	831
562	1068	829
563	1070	827
564	1071	824
565	1073	823
566	1075	821
567	1078	820
568	1080	818
569	1082	816
570	1085	815
571	1086	813
572	1090	812
573	1092	811
574	1094	809
575	1097	807
576	1098	805
577	1100	803
578	1102	801
579	1108	802
580	1110	800
581	1112	799
582	1114	797
583	1115	794
584	1117	792
585	1120	791
586	1122	789
587	1123	787
588	1125	785
589	1126	783
590	1128	780
591	1129	778
592	1131	776
593	1132	774
594	1134	772
595	1136	770
596	1138	768
597	1140	766
598	1141	764
599	1142	761
600	1144	759
601	1145	757
602	1146	755
603	1150	754
604	1151	751
605	1153	749
606	1154	747
607	1155	745
608	1156	742
609	1157	740
610	1159	737
611	1160	736
612	1162	733
613	1163	731
614	1165	729
615	1166	727
616	1167	724
617	1168	722
618	1170	720
619	1171	717
620	1172	715
621	1173	713
622	1174	711
623	1176	708
624	1177	706
625	1178	704
626	1180	702
627	1181	700
628	1183	697
629	1184	695
630	1185	693
631	1186	690
632	1187	688
633	1189	686
634	1190	684
635	1191	681
636	1192	679
637	1194	677
638	1195	675
639	1196	673
640	1198	671
641	1199	668
642	1200	666
643	1201	664
644	1203	662
645	1204	659
646	1205	657
647	1206	655
648	1207	653
649	1209	651
650	1210	649
651	1211	646
652	1213	644
653	1214	642
654	1215	640
655	1216	638
656	1217	635
657	1219	633
658	1220	631
659	1221	629
660	1222	627
661	1224	625
662	1226	623
663	1227	621
664	1228	618
665	1230	616
666	1231	614
667	1232	612
668	1234	610
669	1235	608
670	1236	606
671	1238	604
672	1240	602
673	1241	600
674	1242	598
675	1243	596
676	1245	594
677	1246	591
678	1247	589
679	1249	587
680	1250	585
681	1251	583
682	1252	581
683	1254	579
684	1256	577
685	1257	575
686	1258	573
687	1260	571
688	1261	569
689	1262	567
690	1263	565
691	1264	563
692	1266	560
693	1267	558
694	1269	556
695	1270	554
696	1271	552
697	1272	550
698	1274	548
699	1275	546
700	1276	544
701	1277	542
702	1279	540
703	1280	538
704	1281	536
705	1282	534
706	1284	532
707	1285	530
708	1286	528
709	1288	526
710	1289	524
711	1290	522
712	1292	520
713	1293	518
714	1294	516
715	1295	513
716	1297	511
717	1298	509
718	1299	508
719	1301	506
720	1303	504
721	1305	502
722	1307	500
723	1308	498
724	1310	497
725	1311	495
726	1313	493
727	1315	491
728	1317	489
729	1318	487
730	1319	485
731	1321	483
732	1322	481
733	1323	479
734	1324	477
735	1326	475
736	1327	473
737	1329	471
738	1330	469
739	1332	468
740	1333	466
741	1334	464
742	1335	462
743	1336	460
744	1338	458
745	1339	456
746	1340	454
747	1341	452
748	1343	450
749	1344	448
750	1346	446
751	1347	444
752	1348	442
753	1349	440
754	1350	438
755	1352	436
756	1353	434
757	1354	432
758	1355	430
759	1356	428
760	1358	426
761	1360	424
762	1361	422
763	1362	420
764	1363	418
765	1364	416
766	1366	414
767	1367	413
768	1368	411
769	1369	409
770	1370	407
771	1371	405
772	1373	403
773	1375	401
774	1376	399
775	1377	397
776	1378	395
777	1379	393
778	1381	391
779	1382	389
780	1383	387
781	1384	386
782	1385	384
783	1387	382
784	1389	380
785	1390	378
786	1391	376
787	1392	374
788	1394	372
789	1395	370
790	1396	368
791	1397	367
792	1398	365
793	1399	363
794	1401	361
795	1402	359
796	1404	357
797	1405	355
798	1406	353
799	1407	351
800	1409	350
801	1410	348
802	1411	346
803	1412	344
804	1413	342
805	1414	340
806	1415	338
807	1417	336
808	1419	335
809	1420	333
810	1421	331
811	1423	329
812	1424	327
813	1426	325
814	1427	324
815	1429	322
816	1430	320
817	1431	318
818	1433	316
819	1434	314
820	1436	313
821	1437	311
822	1438	309
823	1439	307
824	1441	305
825	1442	303
826	1443	301
827	1444	300
828	1445	298
829	1447	296
830	1448	294
831	1450	292
832	1451	290
833	1452	289
834	1453	287
835	1455	285
836	1456	283
837	1457	281
838	1458	279
839	1459	278
840	1461	276
841	1465	275
842	1467	273
843	1468	271
844	1470	269
845	1471	267
846	1472	266
847	1473	264
848	1475	262
849	1476	260
850	1477	258
851	1479	256
852	1480	255
853	1481	253
854	1483	251
855	1484	249
856	1485	247
857	1486	246
858	1487	244
859	1489	242
860	1490	240
861	1491	238
862	1492	237
863	1494	235
864	1495	233
865	1497	231
866	1498	229
867	1499	228
868	1500	226
869	1501	224
870	1503	222
871	1504	220
872	1505	219
873	1506	217
874	1508	215
875	1509	213
876	1511	211
877	1512	210
878	1513	208
879	1514	206
880	1516	204
881	1517	203
882	1518	201
883	1519	199
884	1521	197
885	1522	195
886	1523	194
887	1525	192
888	1526	190
889	1527	188
890	1529	187
891	1530	185
892	1531	183
893	1533	181
894	1534	180
895	1535	178
896	1536	176
897	1538	174
898	1539	172
899	1541	171
900	1542	169
901	1543	167
902	1545	165
903	1546	164
904	1547	162
905	1548	160
906	1549	158
907	1551	157
908	1552	155
909	1553	153
910	1555	151
911	1556	150
912	1557	148
913	1558	146
914	1560	144
915	1561	143
916	1562	141
917	1563	139
918	1564	137
919	1565	136
920	1567	134
921	1568	132
922	1570	131
923	1571	129
924	1572	127
925	1573	125
926	1575	124
927	1576	122
928	1577	120
929	1578	118
930	1579	117
931	1581	115
932	1582	113
933	1583	111
934	1585	110
935	1586	108
936	1588	106
937	1589	105
938	1590	103
939	1592	101
940	1593	99
941	1594	98
942	1595	96
943	1596	94
944	1598	93
945	1600	91
946	1601	89
947	1602	87
948	1603	86
949	1604	84
950	1606	82
951	1607	81
952	1608	79
953	1609	77
954	1610	75
955	1612	74
956	1613	72
957	1615	70
958	1616	69
959	1617	67
960	1619	65
961	1620	64
962	1621	62
963	1622	60
964	1623	58
965	1625	57
966	1626	55
967	1627	53
968	1629	52
969	1630	50
970	1631	48
971	1633	47
972	1634	45
973	1635	43
974	1636	41
975	1638	40
976	1639	38
977	1640	36
978	1641	35
979	1643	33
980	1644	31
981	1646	30
982	1647	28
983	1648	26
984	1649	25
985	1650	23
986	1652	21
987	1653	20
988	1654	18
989	1655	16
990	1656	15
991	1658	13
992	1660	11
993	1661	10
994	1662	8
995	1663	6
996	1664	5
997	1666	3
998	1667	1
999	1668	0
